path	line	offset_or_marker	text
Program/src/patches/patch_icons.pl	141	0x715cac	"# 464a5d:	50			push	eax				; param2 = (0x715cac + 300*v2)"
Program/src/patches/patch_icons.pl	145	0x738260	"# 464a67:	8d 04 45 60 82 73 00	lea	eax, [eax*2 + 0x738260]		; eax = 2*eax + 0x738260"
Program/src/patches/patch_icons.pl	146	0x738260	"# 464a6e:	50			push	eax				; param1 = (0x738260 + 50*v2)"
Program/src/patches/patch_icons.pl	147	0x4d5240	"# 464a6f:	e8 cc 07 07 00		call	0x4d5240			; internal_strcpy(param1, param2)"
Program/src/patches/patch_icons.pl	149	0x464a46	"# 464a77:	eb cd			jmp	0x464a46			; loop back to 0x464a46"
Program/src/patches/patch_icons.pl	151	0x64a3f	seek_and_write($f, 0x64a3f,
Program/src/patches/patch_icons.pl	153	0x464a79	"0xeb, 0x33);			# jmp 0x464a79"
Program/src/patches/patch_icons.pl	159	0x1270000	# Inject a call to 0x1270000.  The statements it overwrites is a nonfunctional previous attempt to add a KEYWORD_SHROUD (or perhaps rampage?) bit.
Program/src/patches/patch_icons.pl	162	0x489e91	"# 489e85:	74 0a			je	0x489e91"
Program/src/patches/patch_icons.pl	163	0x20000	"# 489e87:	81 8d f4 fe ff ff 00	or	dword [ebp-0x10c], 0x20000"
Program/src/patches/patch_icons.pl	166	0x89e81	seek_and_write($f, 0x89e81,
Program/src/patches/patch_icons.pl	167	0x1270000	"0xe9, 0x7a, 0x61, 0xde, 0x00,		# jmp 0x1270000"
Program/src/patches/patch_icons.pl	173	0x89eaf	seek_and_write($f, 0x89eaf,
Program/src/patches/patch_icons.pl	181	0x738260	"# 48a05c:	8d 04 45 60 82 73 00	lea	eax, [eax*2 + 0x738260]"
Program/src/patches/patch_icons.pl	185	0x4d5240	"# 48a06b:	e8 d0 b1 04 00		call	0x4d5240"
Program/src/patches/patch_icons.pl	188	0x8a053	seek_and_write($f, 0x8a053,
Program/src/patches/patch_inspired.pl	3	Magic.exe	# Updates Magic.exe in-place.
Program/src/patches/patch_inspired.pl	9	Patch	use Manalink::Patch;
Program/src/patches/patch_inspired.pl	17	patch	"patch(""Magic.exe"", 0x43ac27,"
Program/src/patches/patch_inspired.pl	18	0x43ace2	"""e9 b6 00 00 00"",	# jmp 0x43ace2	; goto function epilogue"
Program/src/patches/patch_inspired.pl	28	0x401a80	"# 436854:	e8 27 b2 fc ff		call	0x401a80		; esi = get_card_instance(player, card)"
Program/src/patches/patch_inspired.pl	31	0xffffffff	"# 43685e:	6a ff			push	0xffffffff		; arg5 = -1"
Program/src/patches/patch_inspired.pl	38	0x435b50	"# 43687a:	e8 d1 f2 ff ff		call	0x435b50		; dispatch_event_to_single_card(esi->parent_controller, esi->parent_card, EVENT_UNTAP_CARD, eax, 1-player)"
Program/src/patches/patch_inspired.pl	42	patch	patch(0x436847,
Program/src/patches/patch_inspired.pl	46	0x200b76d	"""e8 14 4f bd 01"",		# call	0x200b76d		; untap_card(esi->parent_controller, esi->parent_card)"
Program/src/patches/patch_inspired.pl	49	0x436882	"""eb 23"",			# jmp	0x436882		; goto 0x436882"
Program/src/patches/patch_legacy_name.c	2	patch	"#include ""patch.h"""
Program/src/patches/patch_legacy_name.c	4	Magic.exe	// Updates Magic.exe in-place.
Program/src/patches/patch_legacy_name.c	14	Magic.exe	"OPEN(""Magic.exe"");"
Program/src/patches/patch_legacy_name.c	22	0x56ab24	"* 4397f2:	68 24 ab 56 00		push   0x56ab24			; arg2 = global_buffer_for_get_displayable_cardname_from_player_card"
Program/src/patches/patch_legacy_name.c	25	0x4d5240	"* 4397fb:	e8 40 ba 09 00		call   0x4d5240			; strcpy(&source[0], global_buffer_for_get_displayable_cardname_from_player_card)"
Program/src/patches/patch_legacy_name.c	31	0x56ab24	"* 43980b:	68 24 ab 56 00		push   0x56ab24			; arg1 = global_buffer_for_get_displayable_cardname_from_player_card"
Program/src/patches/patch_legacy_name.c	32	0x4d4ed0	"* 439810:	e8 bb b6 09 00		call   0x4d4ed0			; copy_string_alternative_by_pipe_hash_digit(global_buffer_for_get_displayable_cardname_from_player_card, &source[0], esi->eot_toughness)"
Program/src/patches/patch_legacy_name.c	39	0x56ab24	"""\x68\x24\xab\x56\x00""	/* push	0x56ab24		; arg1 = global_buffer_for_get_displayable_cardname_from_player_card	*/\"
Program/src/patches/patch_legacy_name.c	40	0x200aa02	"""\xe8\x00\x12\xbd\x01""	/* call	0x200aa02		; legacy_name(arg1, arg2, arg3)						*/\"
Program/src/patches/patch_legacy_name.c	42	0x439818	"""\xeb\x11""		/* jmp 0x439818			; skip over the following nop's						*/\"
Program/src/patches/patch_legacy_name.c	48	0x397f2	SEEK_AND_WRITE(f, 0x397f2);
Program/src/patches/patch_legacy_name.c	56	0x608d08	"* 4d1d9c:	68 08 8d 60 00		push	0x608d08		; arg2 = global_buffer_for_draw_fullcard_special_effect_cards"
Program/src/patches/patch_legacy_name.c	59	0x4d5240	"* 4d1da8:	e8 93 34 00 00		call	0x4d5240		; strcpy(&source[0], global_buffer52_for_draw_fullcard_special_effect_cards)"
Program/src/patches/patch_legacy_name.c	65	0x438e50	"* 4d1db8:	e8 93 70 f6 ff		call	0x438e50		; eax = get_displayed_eot_toughness(player, card)"
Program/src/patches/patch_legacy_name.c	70	0x608d08	"* 4d1dc8:	68 08 8d 60 00		push	0x608d08		; arg1 = global_buffer52_for_draw_fullcard_special_effect_cards"
Program/src/patches/patch_legacy_name.c	71	0x4d4ed0	"* 4d1dcd:	e8 fe 30 00 00		call	0x4d4ed0		; copy_string_alternative_by_pipe_hash_digit(global_buffer52_for_draw_fullcard_special_effect_cards, &source[0], get_displayed_eot_toughness(player, card))"
Program/src/patches/patch_legacy_name.c	78	0x608d08	"""\x68\x08\x8d\x60\x00""	/* push	0x608d08		; arg1 = global_buffer52_for_draw_fullcard_special_effect_cards		*/\"
Program/src/patches/patch_legacy_name.c	79	0x200aa02	"""\xe8\x56\x8c\xb3\x01""	/* call	0x200aa02		; legacy_name(arg1, arg2, arg3)						*/\"
Program/src/patches/patch_legacy_name.c	81	0x4d1dd5	"""\xeb\x24""		/* jmp 0x4d1dd5			; skip over the following nop's						*/\"
Program/src/patches/patch_legacy_name.c	91	0xd1d9c	SEEK_AND_WRITE(f, 0xd1d9c);
Program/src/patches/patch_legacy_name.c	99	0x6089b4	"* 4d2499:	68 b4 89 60 00		push	0x6089b4		; arg2 = global_buffer400_for_draw_fullcard_special_effect_cards"
Program/src/patches/patch_legacy_name.c	102	0x4d5240	"* 4d24a5:	e8 96 2d 00 00		call	0x4d5240		; strcpy(&v23[0], global_buffer400_for_draw_fullcard_special_effect_cards)"
Program/src/patches/patch_legacy_name.c	108	0x438e50	"* 4d24b5:	e8 96 69 f6 ff		call	0x438e50		; eax = get_displayed_eot_toughness(player, card)"
Program/src/patches/patch_legacy_name.c	113	0x6089b4	"* 4d24c5:	68 b4 89 60 00		push	0x6089b4		; arg1 = global_buffer400_for_draw_fullcard_special_effect_cards"
Program/src/patches/patch_legacy_name.c	114	0x4d4ed0	"* 4d24ca:	e8 01 2a 00 00		call	0x4d4ed0		; copy_string_alternative_by_pipe_hash_digit(global_buffer400_for_draw_fullcard_special_effect_cards, &v23[0], get_displayed_eot_toughness(player, card))"
Program/src/patches/patch_legacy_name.c	121	0x6089b4	"""\x68\xb4\x89\x60\x00""	/* push	0x6089b4		; arg1 = global_buffer400_for_draw_fullcard_special_effect_cards	*/\"
Program/src/patches/patch_legacy_name.c	122	0x200aa02	"""\xe8\x59\x85\xb3\x01""	/* call	0x200aa02		; legacy_name(arg1, arg2, arg3)						*/\"
Program/src/patches/patch_legacy_name.c	124	0x4d1dd5	"""\xeb\x24""		/* jmp 0x4d1dd5			; skip over the following nop's						*/\"
Program/src/patches/patch_legacy_name.c	134	0xd2499	SEEK_AND_WRITE(f, 0xd2499);
Program/src/patches/patch_legacy_name.c	143	0x6087c8	"* 4d27d4:	68 c8 87 60 00		push	0x6087c8		; arg2 = global_buffer_for_draw_small_effect_card"
Program/src/patches/patch_legacy_name.c	146	0x4d5240	"* 4d27e0:	e8 5b 2a 00 00		call	0x4d5240		; strcpy(&source[0], global_buffer_for_draw_small_effect_card)"
Program/src/patches/patch_legacy_name.c	152	0x438e50	"* 4d27f0:	e8 5b 66 f6 ff		call	0x438e50		; eax = get_displayed_eot_toughness(player, card)"
Program/src/patches/patch_legacy_name.c	157	0x6087c8	"* 4d2800:	68 c8 87 60 00		push	0x6087c8		; arg1 = global_buffer_for_draw_small_effect_card"
Program/src/patches/patch_legacy_name.c	158	0x4d4ed0	"* 4d2805:	e8 c6 26 00 00		call	0x4d4ed0		; copy_string_alternative_by_pipe_hash_digit(global_buffer_for_draw_small_effect_card, &source[0], get_displayed_eot_toughness(player, card))"
Program/src/patches/patch_legacy_name.c	165	0x6087c8	"""\x68\xc8\x87\x60\x00""	/* push	0x6087c8		; arg1 = global_buffer_for_draw_small_effect_card			*/\"
Program/src/patches/patch_legacy_name.c	166	0x200aa02	"""\xe8\x1e\x82\xb3\x01""	/* call	0x200aa02		; legacy_name(arg1, arg2, arg3)						*/\"
Program/src/patches/patch_legacy_name.c	168	0x4d280d	"""\xeb\x24""		/* jmp 0x4d280d			; skip over the following nop's						*/\"
Program/src/patches/patch_legacy_name.c	178	0xd27d4	SEEK_AND_WRITE(f, 0xd27d4);
Program/src/patches/patch_legacy_name.c	183	patch_	"SUCCESS(""patch_legacy_name"");"
Program/src/patches/patch_legend_rule.c	2	patch	"#include ""patch.h"""
Program/src/patches/patch_legend_rule.c	4	Magic.exe	// Updates Magic.exe in-place.
Program/src/patches/patch_legend_rule.c	5	0x403090	// 1. Replace function card_generic_legend() at 0x403090 with a call to check_legend_rule() at 0x200aa11 in C.
Program/src/patches/patch_legend_rule.c	14	Magic.exe	"OPEN(""Magic.exe"");"
Program/src/patches/patch_legend_rule.c	17	0x403090	* Replace function card_generic_legend() at 0x403090 with a call to check_legend_rule() at 0x200aa11 in C. *
Program/src/patches/patch_legend_rule.c	27	0x200aa11	"#define INJ	""\xe9\x7c\x79\xc0\x01""	/* jmp 0x200aa11		; check_legend_rule(), which happens to take the same arguments		*/\"
Program/src/patches/patch_legend_rule.c	29	0x3090	SEEK_AND_WRITE(f, 0x3090);
Program/src/patches/patch_legend_rule.c	34	patch_	"SUCCESS(""patch_legend_rule"");"
Program/src/patches/patch_make_manasource_interrupts_interruptible.pl	3	Magic.exe	# Updates Magic.exe in-place.
Program/src/patches/patch_make_manasource_interrupts_interruptible.pl	25	Magic.exe	"$filename = ""Magic.exe"";"
Program/src/patches/patch_make_manasource_interrupts_interruptible.pl	34	0x433bca	"# 433bc0:	75 08			jne	0x433bca		;     != 0) goto 0x433bca"
Program/src/patches/patch_make_manasource_interrupts_interruptible.pl	35	0x1000	"# 433bc2:	66 f7 47 3c 00 10	test	word [edi+0x3c], 0x1000	; if (edi->extra_ability & EA_MANASOURCE"
Program/src/patches/patch_make_manasource_interrupts_interruptible.pl	36	0x433c33	"# 433bc8:	75 69			jne	0x433c33		;     != 0) goto 0x433c33 // skipping response window"
Program/src/patches/patch_make_manasource_interrupts_interruptible.pl	39	0x33bbd	seek_and_write($f, 0x33bbd,
Program/src/patches/patch_make_manasource_interrupts_interruptible.pl	40	0x433bca	"0xeb, 0x0b,		# jmp 0x433bca"
Program/src/patches/patch_make_manasource_interrupts_interruptible.pl	48	0x433ea7	"# 433e99:	75 0c				jne	0x433ea7				;     != 0) goto 0x433ea7"
Program/src/patches/patch_make_manasource_interrupts_interruptible.pl	49	0x7e704c	"# 433e9b:	66 f7 84 c0 4c 70 7e 00 00 10	test	word [eax+eax*8+0x7e704c], 0x1000	; if (cards_data[eax]->extra_ability & EA_MANA_SOURCE"
Program/src/patches/patch_make_manasource_interrupts_interruptible.pl	50	0x433edf	"# 433ea5:	75 38				jne	0x433edf				;     != 0) goto 0x433edf	// skipping response window"
Program/src/patches/patch_make_manasource_interrupts_interruptible.pl	53	0x33e96	seek_and_write($f, 0x33e96,
Program/src/patches/patch_make_manasource_interrupts_interruptible.pl	54	0x433ea7	"0xeb, 0x0f,		# jmp 0x433ea7"
Program/src/patches/patch_move_into_c.pl	3	Magic.exe	# Updates Magic.exe in-place.
Program/src/patches/patch_move_into_c.pl	24	patch_	# dispatch_event_raw()
Program/src/patches/patch_move_into_c.pl	50	Patch	use Manalink::Patch;
Program/src/patches/patch_move_into_c.pl	60	patch	"patch(""Magic.exe"", 0x401e20,"
Program/src/patches/patch_move_into_c.pl	61	0x0200b281	"""e9 5c 94 c0 01"",	# jmp 0x0200b281"
Program/src/patches/patch_move_into_c.pl	71	patch	patch(0x434800,
Program/src/patches/patch_move_into_c.pl	72	0x0200b286	"""e9 81 6a bd 01"",	# jmp 0x0200b286"
Program/src/patches/patch_move_into_c.pl	82	patch	patch(0x434f30,
Program/src/patches/patch_move_into_c.pl	83	0x200b394	"""e9 5f 64 bd 01"",	# jmp 0x200b394"
Program/src/patches/patch_move_into_c.pl	93	patch	patch(0x4b9220,
Program/src/patches/patch_move_into_c.pl	94	0x200b394	"""e9 6f 21 b5 01"",	# jmp 0x200b394"
Program/src/patches/patch_move_into_c.pl	104	patch	patch(0x434f90,
Program/src/patches/patch_move_into_c.pl	105	0x200b399	"""e9 04 64 bd 01"",	# jmp 0x200b399"
Program/src/patches/patch_move_into_c.pl	115	patch	patch(0x4725c0,
Program/src/patches/patch_move_into_c.pl	116	0x200b39e	"""e9 d9 8d b9 01"",	# jmp 0x200b39e"
Program/src/patches/patch_move_into_c.pl	124	0x4ef170	"# 498e32:	be 70 f1 4e 00		mov	esi, 0x4ef170"
Program/src/patches/patch_move_into_c.pl	125	patch	patch(0x498e30,
Program/src/patches/patch_move_into_c.pl	126	0x200b3da	"""e9 a5 25 b7 01"",	# jmp 0x200b3da"
Program/src/patches/patch_move_into_c.pl	134	0x4ef170	"# 498e72:	bf 70 f1 4e 00		mov	edi, 0x4ef170"
Program/src/patches/patch_move_into_c.pl	135	patch	patch(0x498e70,
Program/src/patches/patch_move_into_c.pl	136	0x200b3df	"""e9 6a 25 b7 01"",	# jmp 0x200b3df"
Program/src/patches/patch_move_into_c.pl	144	0x4ef170	"# 498d92:	be 70 f1 4e 00		mov	esi, 0x4ef170"
Program/src/patches/patch_move_into_c.pl	145	patch	patch(0x498d90,
Program/src/patches/patch_move_into_c.pl	146	0x200b3e4	"""e9 4f 26 b7 01"",	# jmp 0x200b3e4"
Program/src/patches/patch_move_into_c.pl	154	0x4ef170	"# 498df2:	bf 70 f1 4e 00		mov	edi, 0x4ef170"
Program/src/patches/patch_move_into_c.pl	155	patch	patch(0x498df0,
Program/src/patches/patch_move_into_c.pl	156	0x200b3e9	"""e9 f4 25 b7 01"",	# jmp 0x200b3e9"
Program/src/patches/patch_move_into_c.pl	164	0x728574	"# 435f23:	83 3d 74 85 72 00 01	cmp	dword [0x728574], 0x1"
Program/src/patches/patch_move_into_c.pl	165	patch	patch(0x435f20,
Program/src/patches/patch_move_into_c.pl	166	0x200b452	"""e9 2d 55 bd 01"",	# jmp 0x200b452"
Program/src/patches/patch_move_into_c.pl	175	patch	patch(0x434c30,
Program/src/patches/patch_move_into_c.pl	176	0x200b42f	"""e9 fa 67 bd 01"",	# jmp 0x200b42f"
Program/src/patches/patch_move_into_c.pl	185	patch	patch(0x437700,
Program/src/patches/patch_move_into_c.pl	186	0x200b470	"""e9 6b 3d bd 01"",	# jmp 0x200b470"
Program/src/patches/patch_move_into_c.pl	196	patch	patch(0x458070,
Program/src/patches/patch_move_into_c.pl	197	0x200b484	"""e9 0f 34 bb 01"",	# jmp 0x200b484"
Program/src/patches/patch_move_into_c.pl	207	patch	patch(0x477340,
Program/src/patches/patch_move_into_c.pl	208	0x2007127	"""e9 e2 fd b8 01"",	# jmp 0x2007127"
Program/src/patches/patch_move_into_c.pl	217	patch	patch(0x4352d0,
Program/src/patches/patch_move_into_c.pl	218	0x200155b	"""e9 86 c2 bc 01"",	# jmp 0x200155b"
Program/src/patches/patch_move_into_c.pl	228	patch	patch(0x479df0,
Program/src/patches/patch_move_into_c.pl	229	0x200b77c	"""e9 87 19 b9 01"",	# jmp 0x200b77c"
Program/src/patches/patch_move_into_c.pl	237	patch	patch(0x471c70,
Program/src/patches/patch_move_into_c.pl	238	0x200b77c	"""e9 07 9b b9 01"");	# jmp 0x200b77c"
Program/src/patches/patch_move_into_c.pl	246	patch	patch(0x4a66c0,
Program/src/patches/patch_move_into_c.pl	247	0x200b7f4	"""e9 2f 51 b6 01"",	# jmp 0x200b7f4"
Program/src/patches/patch_move_into_c.pl	256	patch	patch(0x42f1f0,
Program/src/patches/patch_move_into_c.pl	257	0x200459e	"""e9 a9 53 bd 01"",	# jmp 0x200459e"
Program/src/patches/patch_move_into_c.pl	266	patch	patch(0x433190,
Program/src/patches/patch_move_into_c.pl	267	0x2002a28	"""e9 93 f8 bc 01"",	# jmp 0x2002a28"
Program/src/patches/patch_move_into_c.pl	276	patch	patch(0x4b18e0,
Program/src/patches/patch_move_into_c.pl	277	0x200187b	"""e9 96 ff b4 01"",	# jmp 0x200187b"
Program/src/patches/patch_move_into_c.pl	286	patch	patch(0x468160,
Program/src/patches/patch_move_into_c.pl	287	0x2001cb8	"""e9 53 9b b9 01"",	# jmp 0x2001cb8"
Program/src/patches/patch_move_into_c.pl	291	patch_	# dispatch_event_raw() #
Program/src/patches/patch_move_into_c.pl	296	patch	patch(0x435a40,
Program/src/patches/patch_move_into_c.pl	297	0x20010dd	"""e9 98 b6 bc 01"",	# jmp 0x20010dd"
Program/src/patches/patch_move_into_c.pl	306	patch	patch(0x434960,
Program/src/patches/patch_move_into_c.pl	307	0x200b91b	"""e9 b6 6f bd 01"",	# jmp 0x200b91b"
Program/src/patches/patch_move_into_c.pl	317	patch	patch(0x4a3170,
Program/src/patches/patch_move_into_c.pl	318	0x200b920	"""e9 ab 87 b6 01"",	# jmp 0x200b920"
Program/src/patches/patch_move_into_c.pl	327	patch	patch(0x43a060,
Program/src/patches/patch_move_into_c.pl	328	0x200b93e	"""e9 d9 18 bd 01"",	# jmp 0x200b93e"
Program/src/patches/patch_move_into_c.pl	338	patch	patch(0x4d4ca0,
Program/src/patches/patch_move_into_c.pl	339	0x2001d76	"""e9 d1 d0 b2 01"",	# jmp 0x2001d76"
Program/src/patches/patch_move_into_c.pl	351	patch	patch(0x48cb80,
Program/src/patches/patch_move_into_c.pl	352	0x200b97a	"""e9 f5 ed b7 01"");	# jmp 0x200b97a"
Program/src/patches/patch_move_into_c.pl	360	patch	patch(0x43acf0,
Program/src/patches/patch_move_into_c.pl	361	0x200ba1a	"""e9 25 0d bd 01"",	# jmp 0x200ba1a"
Program/src/patches/patch_move_into_c.pl	370	patch	patch(0x43d590,
Program/src/patches/patch_move_into_c.pl	371	0x200ba1f	"""e9 8a e4 bc 01"",	# jmp 0x200ba1f"
Program/src/patches/patch_move_into_c.pl	380	patch	patch(0x436550,
Program/src/patches/patch_move_into_c.pl	381	0x200ba51	"""e9 fc 54 bd 01"",	# jmp 0x200ba51"
Program/src/patches/patch_move_into_c.pl	390	patch	patch(0x436450,
Program/src/patches/patch_move_into_c.pl	391	0x200ba56	"""e9 01 56 bd 01"",	# jmp 0x200ba56"
Program/src/patches/patch_move_into_c.pl	400	patch	patch(0x4346e0,
Program/src/patches/patch_move_into_c.pl	401	0x200ba5b	"""e9 76 73 bd 01"",	# jmp 0x200ba5b"
Program/src/patches/patch_move_into_c.pl	411	patch	patch(0x43a280,
Program/src/patches/patch_move_into_c.pl	412	0x200ba65	"""e9 e0 17 bd 01"",	# jmp 0x200ba65"
Program/src/patches/patch_move_into_c.pl	421	0x7a2b68	"#43a2d4:	c7 05 68 2b 7a 00 3e 00 00 00		mov	dword [0x7a2b68], 0x3e"
Program/src/patches/patch_move_into_c.pl	422	patch	patch(0x43a2d0,
Program/src/patches/patch_move_into_c.pl	423	0x200ba6a	"""e9 95 17 bd 01"",	# jmp 0x200ba6a"
Program/src/patches/patch_move_into_c.pl	429	0x4af110	#Jmp to the C implementation instead of setting in ct_all.csv, since 0x4af110() checks for it by address.
Program/src/patches/patch_move_into_c.pl	433	patch	patch(0x4b9910,
Program/src/patches/patch_move_into_c.pl	434	0x200baba	"""e9 a5 21 b5 01"",	# jmp 0x200baba"
Program/src/patches/patch_move_into_c.pl	440	0x4af110	#Jmp to the C implementation instead of setting in ct_all.csv, since 0x4af110() checks for it by address.
Program/src/patches/patch_move_into_c.pl	444	patch	patch(0x4b9d20,
Program/src/patches/patch_move_into_c.pl	445	0x200babf	"""e9 9a 1d b5 01"",	# jmp 0x200babf"
Program/src/patches/patch_move_into_c.pl	454	patch	patch(0x433e10,
Program/src/patches/patch_move_into_c.pl	455	0x200bad3	"""e9 be 7c bd 01"",	# jmp 0x200bad3"
Program/src/patches/patch_move_into_c.pl	463	0x73825c	"#402933:	ff 35 5c 82 73 00	push	dword [0x73825c]"
Program/src/patches/patch_move_into_c.pl	464	patch	patch(0x402930,
Program/src/patches/patch_move_into_c.pl	465	0x200bb14	"""e9 df 91 c0 01"",	# jmp 0x200bb14"
Program/src/patches/patch_move_into_c.pl	474	patch	patch(0x48c9d0,
Program/src/patches/patch_move_into_c.pl	475	0x200bb19	"""e9 44 f1 b7 01"",	# jmp 0x200bb19"
Program/src/patches/patch_move_into_c.pl	484	patch	patch(0x477ec0,
Program/src/patches/patch_move_into_c.pl	485	0x200bb28	"""e9 63 3c b9 01"",	# jmp 0x200bb28"
Program/src/patches/patch_move_into_c.pl	494	patch	patch(0x477f30,
Program/src/patches/patch_move_into_c.pl	495	0x200bb2d	"""e9 f8 3b b9 01"",	# jmp 0x200bb2d"
Program/src/patches/patch_move_into_c.pl	503	0x62bce8	"#476f13:	a1 e8 bc 62 00	mov	eax, dword [0x62bce8]"
Program/src/patches/patch_move_into_c.pl	504	patch	patch(0x476f10,
Program/src/patches/patch_move_into_c.pl	505	0x200bb37	"""e9 22 4c b9 01"",	# jmp 0x200bb37"
Program/src/patches/patch_move_into_c.pl	514	patch	patch(0x4779f0,
Program/src/patches/patch_move_into_c.pl	515	0x200bb69	"""e9 74 41 b9 01"",	# jmp 0x200bb69"
Program/src/patches/patch_move_into_c.pl	524	patch	patch(0x4671a0,
Program/src/patches/patch_move_into_c.pl	525	0x2001d4e	"""e9 a9 ab b9 01"",	# jmp 0x2001d4e"
Program/src/patches/patch_move_into_c.pl	534	patch	patch(0x435f50,
Program/src/patches/patch_move_into_c.pl	535	0x200e242	"""e9 ed 82 bd 01"",	# jmp 0x200e242"
Program/src/patches/patch_move_into_c.pl	544	patch	patch(0x47d2f0,
Program/src/patches/patch_move_into_c.pl	545	0x200e24c	"""e9 57 0f b9 01"",	# jmp 0x200e24c"
Program/src/patches/patch_multiblock.pl	3	Magic.exe	# Updates Magic.exe in-place.
Program/src/patches/patch_multiblock.pl	5	hook	# 2. Hooks the already-existing hook for card_multiblocker *again*.
Program/src/patches/patch_multiblock.pl	26	Magic.exe	"$filename = ""Magic.exe"";"
Program/src/patches/patch_multiblock.pl	31	0x200b245	# Replace entire function with an injection to 0x200b245 (process_multiblock) #
Program/src/patches/patch_multiblock.pl	38	0xb3850	seek_and_write($f, 0xb3850,
Program/src/patches/patch_multiblock.pl	39	0x0200b245	"0xe9, 0xf0, 0x79, 0xb5, 0x01,	# jmp 0x0200b245"
Program/src/patches/patch_multiblock.pl	43	0x200b24a	# Replace entire function with an injection to 0x200b24a (card_multiblocker_hook) #
Program/src/patches/patch_multiblock.pl	46	0x458430	"# 401010:	e9 1b 74 05 00	jmp	0x458430	; Ha!"
Program/src/patches/patch_multiblock.pl	48	0x1010	seek_and_write($f, 0x1010,
Program/src/patches/patch_multiblock.pl	49	0x0200b24a	"0xe9, 0x35, 0xa2, 0xc0, 0x01);	# jmp 0x0200b24a"
Program/src/patches/patch_multitype_lands.pl	3	Magic.exe	# Updates Magic.exe in-place.
Program/src/patches/patch_multitype_lands.pl	25	Magic.exe	"$filename = ""Magic.exe"";"
Program/src/patches/patch_multitype_lands.pl	35	0x433c33	"# 433bbb:	74 76		je	0x433c33		;     == 0) goto 0x433c33"
Program/src/patches/patch_multitype_lands.pl	37	0x33bb8	seek_and_write($f, 0x33bb8,
Program/src/patches/patch_multitype_lands.pl	39	0x433c33	"0x75, 0x76);		# jne 0x433c33		;     != 0) goto 0x433c33"
Program/src/patches/patch_multitype_lands.pl	47	0x433d41	"# 433cbe:	0f 84 7d 00 00 00	je	0x433d41		;     == 0) goto 0x433d41"
Program/src/patches/patch_multitype_lands.pl	49	0x33cbb	seek_and_write($f, 0x33cbb,
Program/src/patches/patch_multitype_lands.pl	51	0x433d41	"0x0f, 0x85, 0x7d, 0x00, 0x00, 0x00);	# jne 0x433d41	;     != 0) goto 0x433d41"
Program/src/patches/patch_multitype_lands.pl	59	0x433edf	"# 433e94:	74 49		je	0x433edf		;     == 0) goto 0x433edf"
Program/src/patches/patch_multitype_lands.pl	61	0x33e91	seek_and_write($f, 0x33e91,
Program/src/patches/patch_multitype_lands.pl	63	0x433c33	"0x75, 0x49);		# jne 0x433c33		;     != 0) goto 0x433edf"
Program/src/patches/patch_not_in_combat_window_if_no_longer_attacking.pl	3	Magic.exe	# Updates Magic.exe in-place.
Program/src/patches/patch_not_in_combat_window_if_no_longer_attacking.pl	8	Patch	use Manalink::Patch;
Program/src/patches/patch_not_in_combat_window_if_no_longer_attacking.pl	15	0x48fbbe	"#48fbb3:	74 09			je	0x48fbbe		;     == 0) goto 0x48fbbe"
Program/src/patches/patch_not_in_combat_window_if_no_longer_attacking.pl	16	patch	"patch(""Magic.exe"", 0x48fbac,"
Program/src/patches/patch_not_in_combat_window_if_no_longer_attacking.pl	17	0x48fbbe	"""eb 10"",		# jmp 0x48fbbe"
Program/src/patches/patch_not_in_combat_window_if_no_longer_attacking.pl	22	0x48fcf8	"#48fc8e:	74 68			je	0x48fcf8		;     == 0) goto 0x48fcf8"
Program/src/patches/patch_not_in_combat_window_if_no_longer_attacking.pl	23	patch	patch(0x48fc87,
Program/src/patches/patch_not_in_combat_window_if_no_longer_attacking.pl	24	0x48fcf8	"""eb 6f"",		# jmp 0x48fcf8"
Program/src/patches/patch_recalculate.pl	3	Magic.exe	# Updates Magic.exe and ManalinkEx.dll in-place.
Program/src/patches/patch_recalculate.pl	10	Patch	use Manalink::Patch;
Program/src/patches/patch_recalculate.pl	20	patch	"patch(""Magic.exe"", 0x4351c0,"
Program/src/patches/patch_recalculate.pl	21	0x0200b24f	"""e9 8a 60 bd 01"",	# jmp 0x0200b24f"
Program/src/patches/patch_recalculate.pl	28	0xf7ffffff	"# 43549e:	81 66 28 ff ff ff f7	and	dword [esi+0x28], 0xf7ffffff	; instance->regen_status &= ~KEYWORD_RECALC_ABILITIES"
Program/src/patches/patch_recalculate.pl	29	0x4355b0	"# 4354a5:	e9 06 01 00 00		jmp	0x4355b0			; goto 0x4355b0"
Program/src/patches/patch_recalculate.pl	31	patch	patch(0x43549e,
Program/src/patches/patch_recalculate.pl	32	0x1270170	"""e9 cd ac e3 00"",		# jmp 0x1270170"
Program/src/patches/patch_recalculate.pl	35	patch	"patch(""ManalinkEx.dll"", 0x1270170,"
Program/src/patches/patch_recalculate.pl	36	0xf7ffffff	"""81 66 28 ff ff ff f7"",	# and	dword [esi+0x28], 0xf7ffffff	; instance->regen_status &= ~KEYWORD_RECALC_ABILITIES"
Program/src/patches/patch_recalculate.pl	38	0x60a548	"""83 3d 48 a5 60 00 00"",	# cmp	dword [0x60a548], 0		; if (dword_60A548 - 0"
Program/src/patches/patch_recalculate.pl	42	0x4355b0	# ; (It's safe to use eax, since the first instruction after jmping back to 0x4355b0 sets it.)
